subjID	participant	shift	activity	explosion	pumps	trial
01N22	01	N2	2	1	42	7
01N22	01	N2	2	1	44	8
01N22	01	N2	2	0	69	9
01N22	01	N2	2	1	3	10
01N22	01	N2	2	1	69	11
01N22	01	N2	2	1	1	12
01N22	01	N2	2	1	4	13
01N22	01	N2	2	0	69	14
01N22	01	N2	2	0	69	15
01N22	01	N2	2	1	35	16
01N22	01	N2	2	0	69	17
01N22	01	N2	2	1	52	18
01N22	01	N2	2	1	19	19
01N22	01	N2	2	1	29	20
01N22	01	N2	2	0	69	21
01N22	01	N2	2	0	69	22
01N22	01	N2	2	0	85	23
01N22	01	N2	2	1	71	24
01N22	01	N2	2	1	77	25
01N22	01	N2	2	0	69	26
01N22	01	N2	2	0	69	27
01N22	01	N2	2	1	26	28
01N22	01	N2	2	1	9	29
01N22	01	N2	2	0	69	30
02D11	02	D1	1	0	60	1
02D11	02	D1	1	1	16	2
02D11	02	D1	1	0	70	3
02D11	02	D1	1	1	28	4
02D11	02	D1	1	0	60	5
02D11	02	D1	1	0	65	6
02D11	02	D1	1	0	50	7
02D11	02	D1	1	0	80	8
02D11	02	D1	1	1	34	9
02D11	02	D1	1	1	52	10
02D11	02	D1	1	1	5	11
02D11	02	D1	1	0	50	12
02D11	02	D1	1	0	64	13
02D11	02	D1	1	1	16	14
02D11	02	D1	1	0	38	15
02D11	02	D1	1	1	26	16
02D11	02	D1	1	0	60	17
02D11	02	D1	1	0	80	18
02D11	02	D1	1	1	4	19
02D11	02	D1	1	1	3	20
02D11	02	D1	1	1	53	21
02D11	02	D1	1	1	53	22
02D11	02	D1	1	0	50	23
02D11	02	D1	1	0	60	24
02D11	02	D1	1	0	55	25
02D11	02	D1	1	1	58	26
02D11	02	D1	1	1	9	27
02D11	02	D1	1	0	66	28
02D11	02	D1	1	0	64	29
02D11	02	D1	1	1	23	30
02D12	02	D1	2	1	4	1
02D12	02	D1	2	1	16	2
02D12	02	D1	2	0	60	3
02D12	02	D1	2	1	33	4
02D12	02	D1	2	1	30	5
02D12	02	D1	2	0	60	6
02D12	02	D1	2	1	4	7
02D12	02	D1	2	0	40	8
02D12	02	D1	2	1	42	9
02D12	02	D1	2	1	25	10
02D12	02	D1	2	0	40	11
02D12	02	D1	2	0	50	12
02D12	02	D1	2	0	66	13
02D12	02	D1	2	0	50	14
02D12	02	D1	2	1	36	15
02D12	02	D1	2	1	38	16
02D12	02	D1	2	0	50	17
02D12	02	D1	2	0	50	18
02D12	02	D1	2	0	55	19
02D12	02	D1	2	1	7	20
02D12	02	D1	2	0	60	21
02D12	02	D1	2	1	3	22
02D12	02	D1	2	0	70	23
02D12	02	D1	2	1	65	24
02D12	02	D1	2	1	42	25
02D12	02	D1	2	1	15	26
02D12	02	D1	2	0	50	27
02D12	02	D1	2	0	50	28
02D12	02	D1	2	0	60	29
02D12	02	D1	2	0	60	30
02D21	02	D2	1	1	59	1
02D21	02	D2	1	1	36	2
02D21	02	D2	1	1	37	3
02D21	02	D2	1	0	50	4
02D21	02	D2	1	0	50	5
02D21	02	D2	1	0	50	6
02D21	02	D2	1	0	50	7
02D21	02	D2	1	0	50	8
02D21	02	D2	1	1	55	9
02D21	02	D2	1	1	46	10
02D21	02	D2	1	1	25	11
02D21	02	D2	1	0	60	12
02D21	02	D2	1	1	17	13
02D21	02	D2	1	1	48	14
02D21	02	D2	1	0	60	15
02D21	02	D2	1	1	9	16
02D21	02	D2	1	0	60	17
02D21	02	D2	1	0	60	18
02D21	02	D2	1	0	70	19
02D21	02	D2	1	0	70	20
02D21	02	D2	1	1	62	21
02D21	02	D2	1	0	70	22
02D21	02	D2	1	1	30	23
02D21	02	D2	1	1	56	24
02D21	02	D2	1	0	70	25
02D21	02	D2	1	0	65	26
02D21	02	D2	1	1	6	27
02D21	02	D2	1	0	70	28
02D21	02	D2	1	0	70	29
02D21	02	D2	1	0	60	30
02D22	02	D2	2	0	80	1
02D22	02	D2	2	1	6	2
02D22	02	D2	2	1	40	3
02D22	02	D2	2	0	60	4
02D22	02	D2	2	0	50	5
02D22	02	D2	2	0	60	6
02D22	02	D2	2	0	80	7
02D22	02	D2	2	1	15	8
02D22	02	D2	2	0	50	9
02D22	02	D2	2	0	66	10
02D22	02	D2	2	1	58	11
02D22	02	D2	2	0	50	12
02D22	02	D2	2	1	20	13
02D22	02	D2	2	1	58	14
02D22	02	D2	2	1	36	15
02D22	02	D2	2	0	60	16
02D22	02	D2	2	1	64	17
02D22	02	D2	2	0	64	18
02D22	02	D2	2	1	39	19
02D22	02	D2	2	1	54	20
02D22	02	D2	2	1	59	21
02D22	02	D2	2	0	70	22
02D22	02	D2	2	1	35	23
02D22	02	D2	2	1	40	24
02D22	02	D2	2	0	50	25
02D22	02	D2	2	0	60	26
02D22	02	D2	2	1	45	27
02D22	02	D2	2	0	60	28
02D22	02	D2	2	0	60	29
02D22	02	D2	2	1	68	30
02N11	02	N1	1	1	51	1
02N11	02	N1	1	0	64	2
02N11	02	N1	1	0	64	3
02N11	02	N1	1	1	48	4
02N11	02	N1	1	1	11	5
02N11	02	N1	1	1	40	6
02N11	02	N1	1	0	64	7
02N11	02	N1	1	0	64	8
02N11	02	N1	1	0	64	9
02N11	02	N1	1	0	64	10
02N11	02	N1	1	1	16	11
02N11	02	N1	1	1	40	12
02N11	02	N1	1	1	21	13
02N11	02	N1	1	1	19	14
02N11	02	N1	1	1	42	15
02N11	02	N1	1	0	64	16
02N11	02	N1	1	0	64	17
02N11	02	N1	1	0	64	18
02N11	02	N1	1	0	64	19
02N11	02	N1	1	1	57	20
02N11	02	N1	1	0	64	21
02N11	02	N1	1	0	64	22
02N11	02	N1	1	0	64	23
02N11	02	N1	1	0	64	24
02N11	02	N1	1	1	37	25
02N11	02	N1	1	0	64	26
02N11	02	N1	1	1	20	27
02N11	02	N1	1	1	30	28
02N11	02	N1	1	0	64	29
02N11	02	N1	1	1	14	30
02N12	02	N1	2	1	37	1
02N12	02	N1	2	1	47	2
02N12	02	N1	2	1	33	3
02N12	02	N1	2	0	64	4
02N12	02	N1	2	1	56	5
02N12	02	N1	2	1	34	6
02N12	02	N1	2	1	20	7
02N12	02	N1	2	1	35	8
02N12	02	N1	2	1	34	9
02N12	02	N1	2	0	64	10
02N12	02	N1	2	1	50	11
02N12	02	N1	2	1	50	12
02N12	02	N1	2	0	64	13
02N12	02	N1	2	1	58	14
02N12	02	N1	2	0	64	15
02N12	02	N1	2	1	64	16
02N12	02	N1	2	0	64	17
02N12	02	N1	2	1	23	18
02N12	02	N1	2	1	59	19
02N12	02	N1	2	0	64	20
02N12	02	N1	2	1	38	21
02N12	02	N1	2	1	36	22
02N12	02	N1	2	0	64	23
02N12	02	N1	2	1	43	24
02N12	02	N1	2	1	45	25
02N12	02	N1	2	0	64	26
02N12	02	N1	2	0	64	27
02N12	02	N1	2	1	5	28
02N12	02	N1	2	0	64	29
02N12	02	N1	2	1	72	30
02N21	02	N2	1	1	48	1
02N21	02	N2	1	0	60	2
02N21	02	N2	1	1	22	3
02N21	02	N2	1	0	80	4
02N21	02	N2	1	1	69	5
02N21	02	N2	1	0	68	6
02N21	02	N2	1	1	46	7
02N21	02	N2	1	1	22	8
02N21	02	N2	1	0	60	9
02N21	02	N2	1	1	63	10
02N21	02	N2	1	1	16	11
02N21	02	N2	1	0	80	12
02N21	02	N2	1	1	45	13
02N21	02	N2	1	0	60	14
02N21	02	N2	1	0	60	15
02N21	02	N2	1	0	80	16
02N21	02	N2	1	0	70	17
02N21	02	N2	1	0	50	18
02N21	02	N2	1	0	66	19
02N21	02	N2	1	0	70	20
02N21	02	N2	1	0	80	21
02N21	02	N2	1	0	60	22
02N21	02	N2	1	1	21	23
02N21	02	N2	1	0	60	24
02N21	02	N2	1	0	50	25
02N21	02	N2	1	1	65	26
02N21	02	N2	1	0	70	27
02N21	02	N2	1	1	7	28
02N21	02	N2	1	0	60	29
02N21	02	N2	1	1	1	30
02N22	02	N2	2	1	3	1
02N22	02	N2	2	0	80	2
02N22	02	N2	2	0	70	3
02N22	02	N2	2	0	80	4
02N22	02	N2	2	0	60	5
02N22	02	N2	2	0	70	6
02N22	02	N2	2	0	60	7
02N22	02	N2	2	1	53	8
02N22	02	N2	2	1	56	9
02N22	02	N2	2	1	28	10
02N22	02	N2	2	1	6	11
02N22	02	N2	2	0	50	12
02N22	02	N2	2	0	80	13
02N22	02	N2	2	0	60	14
02N22	02	N2	2	0	70	15
02N22	02	N2	2	1	19	16
02N22	02	N2	2	1	17	17
02N22	02	N2	2	1	41	18
02N22	02	N2	2	0	50	19
02N22	02	N2	2	1	5	20
02N22	02	N2	2	0	80	21
02N22	02	N2	2	0	60	22
02N22	02	N2	2	1	19	23
02N22	02	N2	2	1	48	24
02N22	02	N2	2	0	80	25
02N22	02	N2	2	1	28	26
02N22	02	N2	2	1	31	27
02N22	02	N2	2	0	60	28
02N22	02	N2	2	0	80	29
02N22	02	N2	2	1	41	30
03D11	03	D1	1	1	49	1
03D11	03	D1	1	0	65	2
03D11	03	D1	1	0	64	3
03D11	03	D1	1	0	63	4
03D11	03	D1	1	0	62	5
03D11	03	D1	1	0	61	6
03D11	03	D1	1	0	60	7
03D11	03	D1	1	1	12	8
03D11	03	D1	1	0	60	9
03D11	03	D1	1	1	37	10
03D11	03	D1	1	0	60	11
03D11	03	D1	1	1	57	12
03D11	03	D1	1	1	26	13
03D11	03	D1	1	1	54	14
03D11	03	D1	1	1	49	15
03D11	03	D1	1	1	45	16
03D11	03	D1	1	0	62	17
03D11	03	D1	1	0	63	18
03D11	03	D1	1	1	61	19
03D11	03	D1	1	0	63	20
03D11	03	D1	1	0	62	21
03D11	03	D1	1	1	5	22
03D11	03	D1	1	0	62	23
03D11	03	D1	1	1	30	24
03D11	03	D1	1	1	21	25
03D11	03	D1	1	1	33	26
03D11	03	D1	1	1	57	27
03D11	03	D1	1	0	65	28
03D11	03	D1	1	1	52	29
03D11	03	D1	1	1	64	30
03D12	03	D1	2	1	16	1
03D12	03	D1	2	0	65	2
03D12	03	D1	2	1	8	3
03D12	03	D1	2	1	58	4
03D12	03	D1	2	1	28	5
03D12	03	D1	2	0	64	6
03D12	03	D1	2	0	63	7
03D12	03	D1	2	0	63	8
03D12	03	D1	2	1	53	9
03D12	03	D1	2	0	62	10
03D12	03	D1	2	0	63	11
03D12	03	D1	2	1	6	12
03D12	03	D1	2	1	53	13
03D12	03	D1	2	1	34	14
03D12	03	D1	2	0	66	15
03D12	03	D1	2	1	45	16
03D12	03	D1	2	1	41	17
03D12	03	D1	2	1	10	18
03D12	03	D1	2	0	66	19
03D12	03	D1	2	1	30	20
03D12	03	D1	2	1	10	21
03D12	03	D1	2	0	66	22
03D12	03	D1	2	0	65	23
03D12	03	D1	2	1	33	24
03D12	03	D1	2	1	9	25
03D12	03	D1	2	1	1	26
03D12	03	D1	2	0	67	27
03D12	03	D1	2	1	54	28
03D12	03	D1	2	1	21	29
03D12	03	D1	2	1	53	30
03D21	03	D2	1	1	3	1
03D21	03	D2	1	1	22	2
03D21	03	D2	1	0	64	3
03D21	03	D2	1	1	12	4
03D21	03	D2	1	1	43	5
03D21	03	D2	1	0	64	6
03D21	03	D2	1	1	48	7
03D21	03	D2	1	0	64	8
03D21	03	D2	1	0	64	9
03D21	03	D2	1	1	32	10
03D21	03	D2	1	0	64	11
03D21	03	D2	1	0	64	12
03D21	03	D2	1	1	37	13
03D21	03	D2	1	0	64	14
03D21	03	D2	1	0	64	15
03D21	03	D2	1	0	64	16
03D21	03	D2	1	0	6	17
03D21	03	D2	1	0	64	18
03D21	03	D2	1	1	58	19
03D21	03	D2	1	1	18	20
03D21	03	D2	1	0	64	21
03D21	03	D2	1	1	27	22
03D21	03	D2	1	0	64	23
03D21	03	D2	1	0	64	24
03D21	03	D2	1	0	64	25
03D21	03	D2	1	0	64	26
03D21	03	D2	1	1	1	27
03D21	03	D2	1	1	32	28
03D21	03	D2	1	1	50	29
03D21	03	D2	1	1	13	30
03D22	03	D2	2	1	47	1
03D22	03	D2	2	0	65	2
03D22	03	D2	2	0	64	3
03D22	03	D2	2	0	63	4
03D22	03	D2	2	0	62	5
03D22	03	D2	2	0	61	6
03D22	03	D2	2	0	60	7
03D22	03	D2	2	0	59	8
03D22	03	D2	2	0	58	9
03D22	03	D2	2	0	57	10
03D22	03	D2	2	1	20	11
03D22	03	D2	2	0	57	12
03D22	03	D2	2	0	56	13
03D22	03	D2	2	1	45	14
03D22	03	D2	2	0	56	15
03D22	03	D2	2	1	36	16
03D22	03	D2	2	1	37	17
03D22	03	D2	2	0	57	18
03D22	03	D2	2	1	47	19
03D22	03	D2	2	1	23	20
03D22	03	D2	2	1	50	21
03D22	03	D2	2	1	7	22
03D22	03	D2	2	1	2	23
03D22	03	D2	2	0	57	24
03D22	03	D2	2	1	16	25
03D22	03	D2	2	0	57	26
03D22	03	D2	2	0	56	27
03D22	03	D2	2	1	19	28
03D22	03	D2	2	0	57	29
03D22	03	D2	2	1	42	30
03N11	03	N1	1	0	64	1
03N11	03	N1	1	0	60	2
03N11	03	N1	1	0	56	3
03N11	03	N1	1	1	39	4
03N11	03	N1	1	0	56	5
03N11	03	N1	1	0	52	6
03N11	03	N1	1	0	48	7
03N11	03	N1	1	0	44	8
03N11	03	N1	1	0	42	9
03N11	03	N1	1	0	42	10
03N11	03	N1	1	0	42	11
03N11	03	N1	1	0	42	12
03N11	03	N1	1	1	34	13
03N11	03	N1	1	1	17	14
03N11	03	N1	1	0	42	15
03N11	03	N1	1	0	42	16
03N11	03	N1	1	0	42	17
03N11	03	N1	1	0	38	18
03N11	03	N1	1	0	34	19
03N11	03	N1	1	1	22	20
03N11	03	N1	1	0	36	21
03N11	03	N1	1	1	5	22
03N11	03	N1	1	0	28	23
03N11	03	N1	1	1	28	24
03N11	03	N1	1	0	28	25
03N11	03	N1	1	0	32	26
03N11	03	N1	1	0	28	27
03N11	03	N1	1	1	30	28
03N11	03	N1	1	0	36	29
03N11	03	N1	1	0	32	30
03N12	03	N1	2	0	64	1
03N12	03	N1	2	0	62	2
03N12	03	N1	2	1	37	3
03N12	03	N1	2	0	64	4
03N12	03	N1	2	0	62	5
03N12	03	N1	2	1	36	6
03N12	03	N1	2	1	7	7
03N12	03	N1	2	0	64	8
03N12	03	N1	2	1	60	9
03N12	03	N1	2	1	58	10
03N12	03	N1	2	0	66	11
03N12	03	N1	2	1	55	12
03N12	03	N1	2	1	60	13
03N12	03	N1	2	0	68	14
03N12	03	N1	2	1	23	15
03N12	03	N1	2	0	68	16
03N12	03	N1	2	1	15	17
03N12	03	N1	2	0	68	18
03N12	03	N1	2	1	12	19
03N12	03	N1	2	1	27	20
03N12	03	N1	2	0	66	21
03N12	03	N1	2	1	35	22
03N12	03	N1	2	1	35	23
03N12	03	N1	2	1	3	24
03N12	03	N1	2	0	74	25
03N12	03	N1	2	0	72	26
03N12	03	N1	2	0	70	27
03N12	03	N1	2	1	7	28
03N12	03	N1	2	1	51	29
03N12	03	N1	2	0	72	30
03N21	03	N2	1	0	64	1
03N21	03	N2	1	0	63	2
03N21	03	N2	1	0	62	3
03N21	03	N2	1	0	61	4
03N21	03	N2	1	1	40	5
03N21	03	N2	1	0	61	6
03N21	03	N2	1	1	59	7
03N21	03	N2	1	1	54	8
03N21	03	N2	1	0	61	9
03N21	03	N2	1	0	59	10
03N21	03	N2	1	1	17	11
03N21	03	N2	1	1	3	12
03N21	03	N2	1	0	62	13
03N21	03	N2	1	0	60	14
03N21	03	N2	1	0	58	15
03N21	03	N2	1	1	3	16
03N21	03	N2	1	1	16	17
03N21	03	N2	1	0	60	18
03N21	03	N2	1	0	58	19
03N21	03	N2	1	0	56	20
03N21	03	N2	1	1	1	21
03N21	03	N2	1	0	57	22
03N21	03	N2	1	0	56	23
03N21	03	N2	1	1	43	24
03N21	03	N2	1	0	56	25
03N21	03	N2	1	1	7	26
03N21	03	N2	1	0	56	27
03N21	03	N2	1	0	54	28
03N21	03	N2	1	0	53	29
03N21	03	N2	1	1	13	30
03N22	03	N2	2	1	60	1
03N22	03	N2	2	1	15	2
03N22	03	N2	2	1	23	3
03N22	03	N2	2	1	31	4
03N22	03	N2	2	0	71	5
03N22	03	N2	2	0	69	6
03N22	03	N2	2	0	67	7
03N22	03	N2	2	0	65	8
03N22	03	N2	2	1	38	9
03N22	03	N2	2	0	65	10
03N22	03	N2	2	1	35	11
03N22	03	N2	2	1	65	12
03N22	03	N2	2	0	66	13
03N22	03	N2	2	0	65	14
03N22	03	N2	2	1	37	15
03N22	03	N2	2	0	64	16
03N22	03	N2	2	1	24	17
03N22	03	N2	2	1	29	18
03N22	03	N2	2	1	9	19
03N22	03	N2	2	1	9	20
03N22	03	N2	2	1	18	21
03N22	03	N2	2	1	63	22
03N22	03	N2	2	0	73	23
03N22	03	N2	2	0	71	24
03N22	03	N2	2	0	70	25
03N22	03	N2	2	0	68	26
03N22	03	N2	2	0	66	27
03N22	03	N2	2	1	39	28
03N22	03	N2	2	0	62	29
03N22	03	N2	2	1	21	30
04D11	04	D1	1	1	54	1
04D11	04	D1	1	1	62	2
04D11	04	D1	1	1	21	3
04D11	04	D1	1	0	60	4
04D11	04	D1	1	1	31	5
04D11	04	D1	1	1	17	6
04D11	04	D1	1	0	60	7
04D11	04	D1	1	0	60	8
04D11	04	D1	1	0	60	9
04D11	04	D1	1	0	60	10
04D11	04	D1	1	1	47	11
04D11	04	D1	1	0	60	12
04D11	04	D1	1	1	9	13
04D11	04	D1	1	1	13	14
04D11	04	D1	1	1	70	15
04D11	04	D1	1	0	120	16
04D11	04	D1	1	1	50	17
04D11	04	D1	1	1	80	18
04D11	04	D1	1	0	120	19
04D11	04	D1	1	1	3	20
04D11	04	D1	1	1	50	21
04D11	04	D1	1	1	88	22
04D11	04	D1	1	1	84	23
04D11	04	D1	1	0	100	24
04D11	04	D1	1	0	100	25
04D11	04	D1	1	0	100	26
04D11	04	D1	1	0	100	27
04D11	04	D1	1	0	100	28
04D11	04	D1	1	0	100	29
04D11	04	D1	1	1	4	30
04D12	04	D1	2	1	10	1
04D12	04	D1	2	1	60	2
04D12	04	D1	2	1	16	3
04D12	04	D1	2	1	36	4
04D12	04	D1	2	1	30	5
04D12	04	D1	2	0	64	6
04D12	04	D1	2	1	50	7
04D12	04	D1	2	0	64	8
04D12	04	D1	2	1	58	9
04D12	04	D1	2	1	30	10
04D12	04	D1	2	1	3	11
04D12	04	D1	2	1	14	12
04D12	04	D1	2	1	75	13
04D12	04	D1	2	0	80	14
04D12	04	D1	2	0	80	15
04D12	04	D1	2	1	76	16
04D12	04	D1	2	0	80	17
04D12	04	D1	2	1	49	18
04D12	04	D1	2	1	26	19
04D12	04	D1	2	1	40	20
04D12	04	D1	2	0	40	21
04D12	04	D1	2	0	40	22
04D12	04	D1	2	0	40	23
04D12	04	D1	2	0	40	24
04D12	04	D1	2	0	40	25
04D12	04	D1	2	0	40	26
04D12	04	D1	2	0	40	27
04D12	04	D1	2	1	13	28
04D12	04	D1	2	1	15	29
04D12	04	D1	2	0	40	30
04D21	04	D2	1	0	60	1
04D21	04	D2	1	1	43	2
04D21	04	D2	1	1	55	3
04D21	04	D2	1	1	57	4
04D21	04	D2	1	0	60	5
04D21	04	D2	1	1	47	6
04D21	04	D2	1	1	7	7
04D21	04	D2	1	0	60	8
04D21	04	D2	1	0	60	9
04D21	04	D2	1	0	61	10
04D21	04	D2	1	0	62	11
04D21	04	D2	1	1	54	12
04D21	04	D2	1	0	64	13
04D21	04	D2	1	1	5	14
04D21	04	D2	1	1	59	15
04D21	04	D2	1	1	25	16
04D21	04	D2	1	1	50	17
04D21	04	D2	1	1	44	18
04D21	04	D2	1	1	20	19
04D21	04	D2	1	1	69	20
04D21	04	D2	1	1	47	21
04D21	04	D2	1	1	14	22
04D21	04	D2	1	1	91	23
04D21	04	D2	1	1	38	24
04D21	04	D2	1	1	88	25
04D21	04	D2	1	1	30	26
04D21	04	D2	1	1	36	27
04D21	04	D2	1	1	99	28
04D21	04	D2	1	1	54	29
04D21	04	D2	1	0	110	30
04D22	04	D2	2	0	64	1
04D22	04	D2	2	0	64	2
04D22	04	D2	2	0	64	3
04D22	04	D2	2	0	64	4
04D22	04	D2	2	1	12	5
04D22	04	D2	2	1	22	6
04D22	04	D2	2	1	35	7
04D22	04	D2	2	0	64	8
04D22	04	D2	2	0	64	9
04D22	04	D2	2	1	56	10
